title,summaries,position,open,ticket,traffic,comment,site
临安风景区,临安市是长江三角洲的一颗绿色明珠，位于浙江省西北部的天目山南麓。东邻杭州，西接黄山，交通十分便捷。市境东西长110公里，南北宽50多公里，人口50万，市人民政府所在地锦城镇，距杭州城46公里。临安是国家级生态示范区建设试点市，中国竹子之乡，中国山核桃之乡，中国民间艺术之乡。临安山青水秀，风光迷人，森林覆盖率达72％。境内有天目山和清凉峰两处国家级自然保护区，其中天目山还被列入联合国人与生物圈网络成员，还有青山湖省级森林公园、大明山省级风景名胜区以及数十处名胜景点。山色、湖光、巨树、溶洞、峡谷、温泉等形成了临安独特的自然风光。灵峰秀石，飞瀑流泉，奇花异木，珍禽怪兽景致各异。临安历史悠久，新石器时代人们就在这里繁衍生息。西汉时设县建制，是吴越国王钱谬故里和墓葬地。历代人才辈出：道教宗师张道陵，大越称帝的董昌，宋代大文人洪咨夔、清数学家方克猷、革命烈士来学照、爱民模范赵尔春等都是临安的杰出人物。秀丽的山水吸引了历代名人，这里有大禹、防风氏、秦始皇遗迹，谢安、昭明太子、李白、白居易、苏辙、郁达夫等也曾留下了他们的足迹和诗文，给临安的山水增添了深厚的文化底蕴。临安的佛教文化源远流长，西汉佛教初传中国时就有印度僧人入天目传播，天目山被尊为韦陀菩萨的道常历代以来，高僧辈出，在东南亚尤其是在日本影响很大。日前，临安已形成了六大旅游区，别具一格的景点呈现出独特的魅力。石长城、天目山、钱王陵、瑞晶洞、青山湖、太湖源、大明山、清凉峰、浙西大峡谷、柳溪江漂流、白水涧、白马崖等吸引众多的国内外游客。住宿：临安最高档酒店是三星级的钱王大酒店，标房门市价480元，此外，诸如天目山庄、锦湖度假村、青山湖休闲村等，标房价也在320元左右，於潜大酒店、天目山宾馆、高阳山庄、天屹宾馆，标房价在260元左右。若您更注重体察当地风情民俗，注重追求旅游的“原汁原味”情感的话，那么，居民住宅、小旅店或野餐野宿也许是您更好的选择。美食：在临安旅游，您可以大饱口福。您可以在国际大酒店、天目山庄、於潜大酒店等豪华奢侈的宾馆酒店中，遍尝苏、鲁、川、粤四大菜系中的众多名菜；您可以在谦恭礼貌、热情周到的私人饭馆内，吃到正宗的山珍野味；您还可以到熙熙攘攘的路旁大排档中，对准小有名气的地方菜肴大吃一顿。如果这些还不过瘾，那么，到山民家中作客，或干脆到大山中去野餐，也许更有情趣！娱乐：临安的娱乐活动，充满浪漫，充满激情，可让您尽情潇洒一番。您可以到钱王大酒店夜总会之类豪华奢侈的娱乐场所，享受康乐、按摩、桑拿、迪斯科等现代娱乐方式；可以去“清凉世界”大明山登山揽胜；可以去瑞晶洞登梯观石花三千；更可以去海上森林青山湖游湖、垂钓，玩水上跳散快艇林中游、脚踏游船、自开摩托艇等，也可登画舫游湖、听水上音乐茶座。如果这些还不过瘾，那么，在青山湖中嬉水游泳，三五成群与鱼同乐，穿梭巡回于海上森林之间，或许更有情趣！购物：临安的娱乐活动，充满浪漫，充满激情，可让您尽情潇洒一番。您可以到钱王大酒店夜总会之类豪华奢侈的娱乐场所，享受康乐、按摩、桑拿、迪斯科等现代娱乐方式；可以去“清凉世界”大明山登山揽胜；可以去瑞晶洞登梯观石花三千；更可以去海上森林青山湖游湖、垂钓，玩水上跳散快艇林中游、脚踏游船、自开摩托艇等，也可登画舫游湖、听水上音乐茶座。如果这些还不过瘾，那么，在青山湖中嬉水游泳，三五成群与鱼同乐，穿梭巡回于海上森林之间，或许更有情趣！,临安市西天目乡,"
            ",,,（18条）,
千岛湖文渊狮城度假区,文渊狮城位于风情小镇姜家镇镇中心，是国内首个非遗生活体验基地，将再现水下千年狮城的原生景象，它复活了水下古狮城1400年的文明，以活化打造为主要手法，将传统手工艺、非遗项目、民俗风俗、节庆等文化类的产品生活化、场景化。文渊狮城景区内，不仅有全狮城最繁华的东大街、北大街，甚至还在北大街再现了古狮城著名的姚氏、功德牌坊、贞节牌坊等7座牌坊，这条独特的牌坊街，也成为真正的中国江南牌坊文化的实景博物馆。文渊狮城的夜生活，有水下古城观光类产品可以游玩，有露天音乐会、露天酒吧的歌舞表演可以观看，有夜骑夜跑、荧光夜钓、古城奇妙夜、灯光秀可探寻刺激，有不夜酒吧、演艺吧让您买醉，有清吧让您享受湖景夜色，当然，喜欢逛街、喜欢吃、喜欢本地特色产品的人，还可以逛逛夜庙会。,杭州市淳安县千岛湖著名风情小镇姜家镇镇中心（千岛湖大桥往汾口方向）,"
            ",,到达千岛湖后，从阳光路经千岛湖大桥—沿千汾线39公里—姜家镇文渊狮城。杭州-文渊狮城线路：杭州出城后从杭州南枢纽—杭千告诉（即杭新景高速）—在洋溪枢纽右转—走千岛湖直线景观高速—直达千岛湖镇。到达千岛湖后，从阳光路经千岛湖大桥—沿千汾线39公里—姜家镇文渊狮城。,（6条）,
佛窟探秘,,杭州市西湖区之江路148号宋城,"
            ",,,（13条）,
水乐洞,烟霞三洞，即石屋洞，水乐洞，烟霞洞，位于南高峰下的烟霞岭上。在虎跑附近路边上原有一井，上有四个井眼称四眼井，对面有一条小路，两边桂树成林，行约500米便是石屋洞，其洞高敞，洞顶如屋，因此得名。洞壁原有五百罗汉石雕，现已毁。主洞边上另有一洞称“别石院”，洞后上宽下窄，状如浮螺，取名“沧海浮螺”。石屋洞几经整修，遍植花木，是游览休憩的好去处。,杭州市西湖区满觉陇路（烟霞岭东麓）,"
            ",,乘坐游3线/Y3游3线/Y3高峰线单向行驶到上满觉陇乘坐游3线/Y3游3线/Y3高峰线单向行驶到水乐洞,（11条）,
烟霞洞,烟霞洞位于牟平昆嵛山西北隅烟霞山际。此洞自然造化所成，洞口向南，上方镌“烟霞”二字。洞室椭圆，高3米，长7米，洞壁刻“烟霞洞”三字。金元年间，王重阳来胶东讲道于烟霞洞中，收弟子马钰、丘处机、刘处玄、谭处端、王处一、郝大通、孙不二7人在此潜心修炼，创建全真道。,杭州市西湖区南高峰翁家山村东侧,全天开放,门票25人民币,乘坐87路到烟霞洞下车，步行即可到达,（11条）,
杭州佛学院,学院不作参观用，可从外部远观建筑。,杭州市西湖区天竺路112号（中天竺法净禅寺内）,"
            ",,乘坐103路、121b线、121路、122路、324路可达。,（11条）,
好运岛,千岛湖好运岛位于新安江城西，是新安江水电站建成后形成的人工湖。郭沫若先生有诗句咏之：“西子三千个，群山已失高。峰峦成岛屿，平地卷波涛”。,杭州市建德市新安江镇千岛湖水域内,"
            ",,,（22条）,
湖滨公园,湖滨公园环拥中心湖区的一个港湾，视野开阔，鲜花、绿树、草坪与湖光山色相映成趣，是游客和市民纳凉、观景的好去处每天清晨伴着第一缕阳光，三三两两的老年人、青年人已经在此锻炼，黄昏时披着金色的夕阳，小孩子们放学后就在这玩耍、坐跷跷板，勾勒出一幅幅动人、和谐的画面……沿着湖边的步道望去，远处是平静的湖面，日落时分，这里是赏夕阳的好去处。夜幕降临后，夜景很美，可以散散步。,阳光路12附近,"
            ",,全天开放,（26条）,
丁家山景区,丁家山是杭州灵隐山南高峰的支脉，海拔42米，上有冈阜，俯瞰全湖，水天一碧。又一天山，旧时荒塞，人迹鲜至。,杭州市西湖区南高峰下（近毛家埠）,"
            ",,乘坐51路;52路;52路西湖南线大循环;194路;318b线;318路;318路西湖南线大循环,（18条）,
柳溪江,柳溪江属钱塘江水系，上游有览溪、伽溪、昌化溪，三溪汇入柳溪江。县志记载：柳溪江，为邑之众汇，上下三十里，俗名其上曰小柳，两石对捍，势如建瓶而下，中曰柯相公潭，深不可测，下曰大柳，巨石参差，屹乎中流，湍激汹涌，声若迅雷，仿佛吕梁峡，亦奇观也。可泛舫通贾货，俗曰梭船，遇久雨大涨，则莫敢行矣！”又载：“柳溪，沙明水净，游鱼可数，而无飞湍激濑之声，潭曰浴仙，相传为何仙姑浴后，澄清而香，故称香溪。”,杭州市临安市河桥古镇,"
            ",,,（20条）,http://www.lalxj.com/
三台梦迹古井,三台梦迹景点位于三台山路南侧，总面积9万平方米，由先贤堂、灵泉仙馆、天香法雨、雪舫等景点组成，建筑具有浙江山地民居和江南水乡民居的特点。景区着重展现了西湖湖西水系和湿地生态的历史风貌，游人至此，可观赏林缘野卉，芦荻围岸，别有一番野趣。其中，灵泉仙馆处于三台梦迹东北角，主体建筑二层，少量三层或单层，建筑面积1300平方米，建筑采用浙江山地民居形式，悬山顶，砖混仿木结构，部分木墙板，部分仿夯土墙及山墙用块石垒砌，布局总体呈围合状，开口向东南水景。在此，可观赏湖边湿地风景，远眺“三台梦迹”全景，湖光山色尽收眼底。而天香法雨则在三台梦迹的西北角，建筑面积1000平方米，由解香楼、多味轩、天瀛山房、淡然小筑四座单体建筑组合而成，建筑形式与灵泉仙馆类似，为仿杭州传统的山地民居。这里满目翠绿、溪水潺潺、茶香四溢。,杭州市西湖区杨公堤景区三台山路,"
            ",,乘坐197路西湖南线大循环到于谦祠下车，步行即可到达,（12条）,
老碓溪,,杭州市临安市大峡谷镇浙西大峡谷景区内,"
            ",,7:00-17:30（3月2日-11月30日）；8:00-16:00（12月1日-次年3月1日）。,（13条）,
望湖楼,望湖楼位于浙江省杭州市北山路宝石山下，少年宫广场西侧，是一处绿树掩映、岩峦烘托、飞檐凌空、典雅古朴的楼阁。望湖楼原名看经楼，在当时的昭庆寺前。始建于北宋乾德五年（967），为吴越王钱俶（音：处）所建，到宋时易名为望湖楼。望湖楼凭借湖山胜处的极好位置，引来历代无数文人墨客的题咏。北宋大诗人苏东坡在杭任官时也喜欢在望湖楼游乐，还写下了脍炙人口的《六月二十七日望湖楼醉书》七言绝句：“黑云翻墨未遮山，白雨跳珠乱入船。卷地风来忽吹散，望湖楼下水如天。”从此望湖楼更加声名大振。后来的望湖楼为湖边的茶楼，登楼凭栏，一边喝茶，一边观景，只见碧波如镜，碧水映着蓝天，映着群山，湖中画舟点点，堤岸游人如织，湖中三岛如三颗明珠闪烁于湖水之上，有时朦朦胧胧，有时却清晰如画。西湖的万种风情皆呈现眼前。,浙江省杭州市西湖区石函路少年宫广场西侧断桥东,"
            ",,,（18条）,
浙江大学城市学院南校区,,杭州市拱墅区湖州街51号,"
            ",,,（15条）,
灵山幻境,亦名灵山洞，距今已有1500余年的历史。是杭州近郊著名的溶洞景观。亦名灵山洞，曾称云泉洞。位于杭州西南郊灵山上，离城19公里。因灵山洞景绚丽多彩，变幻多姿，故有此名。灵山幻境是集山、水、气、瀑于一体的游览胜地。此洞别于他处，为竖井式，高低相差109米，总面积4000多平方米，有麒麟迎宾、水底洞天、赛昆仑、天柱厅、大云盆等五厅。钟乳石百态千姿，似花似果，似禽似兽，似仙人伏卧，似虎兔奔跑，栩栩如生。尤以“锦绸彩缎”、“宫阙庭开”“玉莲飞瀑”等景雄伟壮观。“灵山幻景”集高大奇险于一洞，融风水气瀑为一体而著称。灵山风景区由灵山洞、泉水洞、风水洞、孔里空洞等24个溶洞组成，其间峰峦叠翠，山花烂漫，景观富丽，分外诱人。,杭州市西湖区灵山村灵山洞风景区内,周一至周日08:00-16:30,38元/人,杭州市武林广场318路或开元路308路、189路或龙翔桥504路坐到大诸桥免费换乘510路到灵山洞下可至。,（19条）,
白苏二公祠,在杭州水利历史上，白居易和苏东坡有很大的功劳，特别是对西湖疏浚贡献很大。为了纪念白居易和苏东坡的功绩，嘉庆三年（1798年），经大学士阮公的提议，在孤山南麓建造了“白苏二公祠”。,杭州市西湖区白苏二公祠（东南门）,周一至周日 09:00-17:00,免费,附近的公交站:葛岭、西泠桥、浙江博物馆、新新饭店、岳庙。附近的公交车:Y2路环线、52路、Y10路、51路环线、118路、27路、7/K7路等。,（11条）,
玉带桥,据南宋《梦粱录》卷12，宋人在苏堤东浦桥南，向“西建一小矮桥过水，名小新堤”，这南宋小矮桥，就是玉带桥的前身。据《武林旧事》卷10《湖》，后来南宋官方又把小新堤扩建，“贴青石皮”，“夹岸植柳”，弄得很豪华，一直到今天洪春桥附近的“麯院”，变成了当年通灵隐的陆路主道。《说杭州》谓此路是清代李卫所创，不正确，但玉带桥变得很华丽，桥上建亭，是李卫为浙江总督时所为。——清人名此景为“玉带晴虹”。,北山路与苏堤交叉口,"
            ",,,（31条）,
商量岗滑雪场,·商量岗滑雪场位于商量岗旅游度假区内，依托“四明第一山”得天独厚的气候与地理优势，是集旅游观光、休闲度假、冰雪娱乐、健身养生、高山会务及餐饮住宿于一体的综合性高山室外生态冰雪俱乐部。·雪场秉承“绿色生态”的经营理念，雪场造雪面积为16000平方米，主滑雪道端线宽42米，底线宽80米，全长约500米，商·量岗滑雪场外观呈梯形构造，滑雪道最大坡度18度，落差达30余米。·雪场现设有滑雪、滑冰、滑圈、雪上飞碟、堆雪人、打雪仗、冰滑梯等近十余个冰雪娱乐项目，极富娱乐性与挑战性。,浙江省宁波市奉化市商量岗旅游度假区,"
            ",景区大门票65元/人、平日滑雪200元/小时、周末滑雪220元/小时、假日滑雪260元/小时。,商量岗滑雪场公交线路：宁波到溪口的中巴，溪口到商量岗的班车(不过每天只有两班，比较少)。商量岗滑雪场自驾线路：线路一：宁波——溪口——雪窦寺——商量岗，浙江各地游客可先到宁波(部分高速在奉化下)，然后到达溪口镇，再沿雪窦寺方向行驶，到达雪窦寺后再向前按路牌行驶8公里即到达商量岗。线路二：福建温州台州至景点，甬台温高速→奉化西坞出口下→沿弥勒大道（左转）到溪口→往雪窦山方向→途径雪窦寺→往山上8公里至商量岗度假区（注意沿途路标）。线路三：杭州至景点，杭甬高速→转甬金高速→溪口东出口下→往雪窦山方向→途径雪窦寺→往山上8公里至商量岗度假区（注意沿途路标）。,（9条）,http://www.slgly.com/index.html
