title,type,house,area,price,lease,region,floor,orient,elevator,parking
整租 · 美政花苑 2室1厅,2室1厅1卫,整租,56㎡,3500,1~2年,上城,1/7层,朝南,无,暂无数据
整租 · 复兴南苑 2室1厅,2室1厅1卫,整租,48㎡,4200,1~2年,上城,6/6层,朝南,无,暂无数据
合租 · 锦都世家 5室1厅,5室1厅2卫,合租,26㎡,2700,1~2年,上城,11/28层,朝南,有,暂无数据
合租 · 钱江时代公寓 6室2厅,6室2厅5卫,合租,16㎡,1900,3~24个月,上城,24/24层,朝北,有,暂无数据
合租 · 钱塘名都 4室2厅,4室2厅3卫,合租,18㎡,1800,3~12个月,上城,17/26层,朝南,有,租用车位
整租 · 西府局 2室1厅,2室1厅1卫,整租,76㎡,9800,1年以内,上城,3/7层,朝向暂无,暂无数据,暂无数据
整租 · 新民村 2室1厅,2室1厅1卫,整租,63㎡,6500,1~12个月,上城,2/5层,朝南,无,租用车位
合租 · 万安城市花园东苑 4室2厅 跃层,4室2厅3卫,合租,20㎡,2900,1~3个月,上城,11/11层,朝东南,有,租用车位
江滨澜廷 2室1厅 10000元,2室1厅1卫,租赁方式未知,80㎡,10000,暂无数据,滨江,中楼层/24层,朝西,有,暂无数据
合租 · 缤纷北苑 4室1厅,4室1厅2卫,合租,12㎡,2290,1~2年,滨江,2/6层,朝南,暂无数据,暂无数据
合租 · 寰宇天下 3室1厅,3室1厅2卫,合租,11㎡,2390,6~12个月,滨江,2/34层,朝北,暂无数据,暂无数据
合租 · 寰宇天下 3室1厅,3室1厅1卫,合租,11㎡,2430,1~2年,滨江,11/34层,朝南,暂无数据,暂无数据
合租 · 浙新小区 4室2厅,4室2厅1卫,合租,13㎡,1830,1~2年,滨江,8/22层,朝西南,暂无数据,暂无数据
凯瑞金座 1室0厅 7000元,1室0厅0卫,租赁方式未知,58㎡,7000,暂无数据,滨江,低楼层/24层,朝北,有,暂无数据
整租 · 汉峰峰公馆 1室1厅 6100元 LOFT,1室1厅2卫,整租,51㎡,6100,1~2年,滨江,低楼层/22层,朝北,有,暂无数据
世茂智慧之门 4室2厅 10000元,4室2厅2卫,租赁方式未知,82㎡,10000,暂无数据,滨江,中楼层/19层,朝南,有,暂无数据
合租 · 浙新小区 4室1厅,4室1厅2卫,合租,14㎡,1860,1~2年,滨江,17/10层,朝南,暂无数据,暂无数据
整租 · 智慧之门高楼层，景观好，朝南2房，看房方便 跃层,2室2厅1卫,整租,45㎡,6000,1~2年,滨江,高楼层/19层,朝南,有,暂无数据
整租 · 滨康小区 1室1厅 4500元,1室1厅1卫,整租,67㎡,4500,暂无数据,滨江,高楼层/18层,朝南,有,暂无数据
中南白马湖壹号 3室2厅 5500元,3室2厅1卫,租赁方式未知,80㎡,5500,暂无数据,滨江,低楼层/18层,朝南,暂无数据,暂无数据
世茂智慧之门 2室2厅 6000元 跃层,2室2厅1卫,租赁方式未知,43㎡,6000,暂无数据,滨江,高楼层/19层,朝西南,有,暂无数据
合租 · 白马湖小区白鹤苑 4室1厅,4室1厅2卫,合租,17㎡,2430,1~2年,滨江,9/11层,朝南,暂无数据,暂无数据
欣盛东方郡西区 2室2厅 6000元,2室2厅1卫,租赁方式未知,89㎡,6000,暂无数据,滨江,中楼层/33层,朝南,有,暂无数据
汉峰峰公馆 2室1厅 6500元 LOFT,2室1厅2卫,租赁方式未知,51㎡,6500,暂无数据,滨江,中楼层/22层,朝北,有,暂无数据
整租 · 宝龙边，酒店式公寓，生活快捷方便！,2室1厅1卫,整租,113㎡,6500,1年以内,滨江,高楼层/28层,朝南 北,有,暂无数据
整租 · 中南白马湖壹号 3室1厅 5300元,3室1厅1卫,整租,81㎡,5300,3年以上,滨江,高楼层/18层,朝南,暂无数据,暂无数据
整租 · 杭州市滨江区政府东和时代精装公寓带阳台江景,1室1厅1卫,整租,58㎡,4800,2~3年,滨江,高楼层/28层,朝西北,有,暂无数据
合租 · 湘云雅苑 4室1厅,4室1厅2卫,合租,20㎡,2100,1年以内,滨江,17/18层,朝南,暂无数据,免费使用
整租 · 春波西苑 2室1厅,2室1厅1卫,整租,60㎡,4695,1年,滨江,4/34层,朝南,暂无数据,免费使用
合租 · 盛庐小区 4室1厅,4室1厅3卫,合租,32㎡,2100,1~2年,滨江,29/29层,朝东南,暂无数据,租用车位
海威钱塘之星 2室1厅 8500元,2室1厅2卫,租赁方式未知,56㎡,8500,暂无数据,滨江,高楼层/18层,朝南,有,暂无数据
合租 · 缤纷东院 2室1厅,2室1厅1卫,合租,20㎡,1780,4~12个月,滨江,13/30层,朝南,暂无数据,免费使用
银泰海威国际 3室2厅 10000元,3室2厅2卫,租赁方式未知,130㎡,10000,暂无数据,滨江,低楼层/32层,朝南,有,暂无数据
寰宇天下 3室2厅 8000元,3室2厅1卫,租赁方式未知,90㎡,8000,暂无数据,滨江,高楼层/34层,朝南,有,暂无数据
合租 · 盛元慧谷 5室1厅,5室1厅3卫,合租,20㎡,1600,1~2年,滨江,17/43层,朝东南,有,租用车位
合租 · 钱江湾花园 3室0厅,3室0厅0卫,合租,15㎡,1900,1~2年,滨江,10/17层,朝南,有,租用车位
合租 · 钱塘大观 4室2厅,4室2厅2卫,合租,39㎡,1900,1~2年,滨江,9/31层,朝东南,暂无数据,租用车位
西溪八方城 2室2厅 3400元,2室2厅2卫,租赁方式未知,45㎡,3400,暂无数据,余杭,中楼层/12层,朝北,有,暂无数据
保亿风景晨园 1室1厅 2500元,1室1厅1卫,租赁方式未知,36㎡,2500,暂无数据,余杭,中楼层/14层,朝西,有,暂无数据
朗诗未来街区 3室2厅 3700元,3室2厅1卫,租赁方式未知,86㎡,3700,暂无数据,余杭,中楼层/18层,朝南 北,有,暂无数据
金都夏宫 2室1厅 1300元,2室1厅1卫,租赁方式未知,82㎡,1300,暂无数据,余杭,中楼层/40层,朝南,有,暂无数据
瑞麒时代金座 2室2厅 2800元,2室2厅1卫,租赁方式未知,55㎡,2800,暂无数据,余杭,高楼层/13层,朝南,暂无数据,暂无数据
万宝城 2室1厅 2500元,2室1厅1卫,租赁方式未知,41㎡,2500,暂无数据,余杭,中楼层/21层,朝南,有,暂无数据
融创金成西溪海 3室2厅 3500元,3室2厅2卫,租赁方式未知,130㎡,3500,暂无数据,余杭,低楼层/18层,朝南 北,有,暂无数据
万通时尚公馆 1室1厅 2800元,1室1厅1卫,租赁方式未知,45㎡,2800,暂无数据,余杭,低楼层/23层,朝北,有,暂无数据
整租 · 金地广场 1室1厅 LOFT,1室1厅1卫,整租,90㎡,3800,1~12个月,余杭,9/22层,朝西南,有,租用车位
整租 · 都市港湾，清爽一室，独立厨卫，带阳台，价格实惠,1室0厅1卫,整租,38㎡,1500,2~3年,余杭,中楼层/13层,朝东,有,暂无数据
美好桂花金座 2室1厅 2600元,2室1厅1卫,租赁方式未知,78㎡,2600,暂无数据,余杭,中楼层/18层,朝南,暂无数据,暂无数据
亲亲家园一期 3室2厅 5200元,3室2厅2卫,租赁方式未知,128㎡,5200,暂无数据,余杭,中楼层/6层,朝南,无,暂无数据
整租 · 理想银泰城 1室1厅,1室1厅1卫,整租,50㎡,2400,2~12个月,余杭,12/42层,朝南,暂无数据,租用车位
整租 · 万通时尚公馆 1室1厅 3200元,1室1厅1卫,整租,45㎡,3200,1~2年,余杭,中楼层/23层,朝南,有,租用车位
整租 · 西溪蓝海 2室1厅 LOFT,2室1厅1卫,整租,38㎡,2850,3~12个月,余杭,4/21层,朝南,有,租用车位
惠都家园 3室2厅 3000元,3室2厅1卫,租赁方式未知,83㎡,3000,暂无数据,余杭,低楼层/18层,朝南,暂无数据,暂无数据
顺达花苑西区 2室1厅 2000元,2室1厅1卫,租赁方式未知,80㎡,2000,暂无数据,余杭,高楼层/15层,朝南,暂无数据,暂无数据
整租 · 金地广场 1室1厅 LOFT,1室1厅1卫,整租,52㎡,3400,6~12个月,余杭,12/22层,朝西南,暂无数据,租用车位
青枫墅园 3室2厅 3300元,3室2厅1卫,租赁方式未知,89㎡,3300,暂无数据,余杭,高楼层/30层,朝南 北,有,暂无数据
大华西溪风情澄品 3室2厅 5800元,3室2厅1卫,租赁方式未知,89㎡,5800,暂无数据,余杭,高楼层/9层,朝南,有,暂无数据
整租 · 金地广场 2室1厅 LOFT,2室1厅1卫,整租,72㎡,3700,1~12个月,余杭,15/22层,朝东南,暂无数据,租用车位
复地连城国际 2室2厅 3800元,2室2厅1卫,租赁方式未知,85㎡,3800,暂无数据,余杭,高楼层/16层,朝南,有,暂无数据
合租 · 海澜半岛 4室1厅,4室1厅2卫,合租,23㎡,1250,3~12个月,余杭,10/17层,朝南,暂无数据,暂无数据
合租 · 海澜半岛 4室1厅,4室1厅2卫,合租,18㎡,1050,3~12个月,余杭,10/17层,朝南,暂无数据,暂无数据
"整租 · 
阿里巴巴文一西路海创园未来科技城万科星空住宅出租",3室1厅2卫,整租,108㎡,6000,1~2年,余杭,中楼层/14层,朝南 北,暂无数据,暂无数据
合租 · 海澜半岛 4室1厅,4室1厅2卫,合租,21㎡,1150,3~12个月,余杭,10/17层,朝南,暂无数据,暂无数据
合租 · 海澜半岛 4室1厅,4室1厅2卫,合租,15㎡,1000,3~12个月,余杭,10/17层,朝南,暂无数据,暂无数据
合租 · 景瑞御华府 4室1厅,4室1厅2卫,合租,14㎡,1240,3~12个月,余杭,12/23层,朝南,有,免费使用
"整租 · 地铁口好房出租，小区环境好,房东12月底搬走。",2室1厅1卫,整租,90㎡,3900,3年以上,余杭,中楼层/6层,朝南 北,无,暂无数据
整租 · 广宇西城年华 3室1厅 8350元,3室1厅2卫,整租,136㎡,8350,2~3年,西湖,低楼层/25层,朝南,有,暂无数据
古荡新村东区 3室1厅 4500元,3室1厅1卫,租赁方式未知,73㎡,4500,暂无数据,西湖,低楼层/6层,朝南,无,暂无数据
整租 · 翠苑二区北区 2室1厅 4000元,2室1厅1卫,整租,64㎡,4000,1~2年,西湖,中楼层/7层,朝东 西,无,暂无数据
整租 · 交通便利，设施齐*，价位低廉，欢迎入住,2室2厅1卫,整租,60㎡,3500,1~2年,西湖,中楼层/7层,朝东,无,暂无数据
整租 · 链家房源 世贸丽晶城公寓 中间楼层 交通便捷,1室1厅1卫,整租,56㎡,6000,1年以内,西湖,中楼层/24层,朝东北,有,暂无数据
耀江文鼎苑 2室2厅 5800元,2室2厅1卫,租赁方式未知,89㎡,5800,暂无数据,西湖,高楼层/24层,朝南 北,有,暂无数据
整租 · 简装干净清爽两居室，房东诚心出租，租客素质高爱干净,2室2厅1卫,整租,70㎡,6800,1~2年,西湖,中楼层/5层,朝南,无,暂无数据
整租 · 天湖公寓 3室2厅 7200元,3室2厅2卫,整租,125㎡,7200,1年以内,西湖,低楼层/7层,朝南,有,暂无数据
整租 · 世纪新城西区 4室2厅 8600元,4室2厅2卫,整租,162㎡,8600,1~2年,西湖,高楼层/18层,朝南 北,有,暂无数据
建工新村 2室1厅 4500元,2室1厅1卫,租赁方式未知,52㎡,4500,暂无数据,西湖,中楼层/5层,朝南,无,暂无数据
毛家桥公寓 2室2厅 7000元,2室2厅1卫,租赁方式未知,90㎡,7000,暂无数据,西湖,中楼层/11层,朝南,有,暂无数据
整租 · 近阿里巴巴 带地暖  带车位 房东自住装修,3室2厅2卫,整租,122㎡,8000,暂无数据,西湖,中楼层/14层,朝南 北,有,免费使用
整租 · 保小的三房.户型两南一北看房方便有钥匙.房东诚心出租,3室1厅1卫,整租,73㎡,5000,1年以内,西湖,中楼层/5层,朝南,无,暂无数据
西溪河东 2室1厅 4800元,2室1厅1卫,租赁方式未知,67㎡,4800,暂无数据,西湖,中楼层/6层,朝东南,无,暂无数据
整租 · 精装2房，家具齐*，价格实惠，免费宽带。,2室2厅1卫,整租,89㎡,4500,1年以内,西湖,低楼层/21层,朝南 北,有,暂无数据
古荡新村西区 2室1厅 3800元,2室1厅1卫,租赁方式未知,60㎡,3800,暂无数据,西湖,中楼层/6层,朝南,无,暂无数据
整租 · 下宁巷 两房朝南 诚心出租 近学军,2室1厅1卫,整租,56㎡,3800,1~2年,西湖,高楼层/7层,朝南,无,暂无数据
整租 · 翠苑二区 2室1厅,2室1厅1卫,整租,45㎡,3960,6~12个月,西湖,2/7层,朝南,暂无数据,暂无数据
整租 · 黄龙两房，一房朝南，一房朝北，主卧带阳台，诚心出租,2室1厅1卫,整租,47㎡,4500,2~3年,西湖,高楼层/6层,朝南,暂无数据,暂无数据
整租 · 三墩新天地商业中心 1室1厅,1室1厅1卫,整租,45㎡,2960,1~2年,西湖,5/6层,朝东南,暂无数据,暂无数据
合租 · 景城花园 5室1厅,5室1厅2卫,合租,8㎡,2090,1~2年,西湖,4/9层,朝北,暂无数据,暂无数据
整租 · 耀江文萃苑，精装修大三房，少有明卫，随时看,3室2厅2卫,整租,133㎡,8000,1~2年,西湖,高楼层/16层,朝南 北,有,暂无数据
整租 · 银马公寓 3室2厅 16000元,3室2厅2卫,整租,167㎡,16000,3年以上,西湖,低楼层/29层,朝南 北,有,暂无数据
整租 · 地理位置优越，环境优美，好环境总会给人带来好心情。,3室1厅1卫,整租,147㎡,8500,2~3年,西湖,高楼层/16层,朝南,有,暂无数据
整租 · 西溪路536号 2室1厅 3600元,2室1厅1卫,整租,55㎡,3600,1~2年,西湖,中楼层/5层,朝南 北,无,暂无数据
整租 · 日晖新村 2室1厅,2室1厅1卫,整租,48㎡,4290,1~2年,西湖,3/5层,朝南,暂无数据,暂无数据
整租 · 三墩新天地商业中心 1室1厅,1室1厅1卫,整租,46㎡,2930,1~2年,西湖,7/8层,朝北,暂无数据,暂无数据
整租 · 南都花园三区 3室1厅 5000元,3室1厅1卫,整租,85㎡,5000,3年以上,西湖,低楼层/6层,朝南,无,暂无数据
合租 · 翠苑东四区 5室1厅,5室1厅1卫,合租,8㎡,1630,1~2年,西湖,4/7层,朝北,暂无数据,暂无数据
北景园荷风苑 2室1厅 3800元,2室1厅1卫,租赁方式未知,92㎡,3800,暂无数据,下城,中楼层/11层,朝南,有,暂无数据
现代景苑 3室2厅 9000元,3室2厅2卫,租赁方式未知,138㎡,9000,暂无数据,下城,高楼层/26层,朝南,有,暂无数据
朝晖六区 2室1厅 4200元,2室1厅1卫,租赁方式未知,43㎡,4200,暂无数据,下城,低楼层/6层,朝南,无,暂无数据
整租 · 清爽两房 家具家电齐* 拎包入住  生活配套设施完善,2室2厅1卫,整租,68㎡,4800,1~2年,下城,低楼层/6层,朝南,无,暂无数据
朝晖四区 3室1厅 5000元,3室1厅1卫,租赁方式未知,97㎡,5000,暂无数据,下城,中楼层/6层,朝南,无,暂无数据
朝晖七区 2室1厅 3800元,2室1厅1卫,租赁方式未知,58㎡,3800,暂无数据,下城,高楼层/6层,朝南,无,暂无数据
整租 · 简装大小两室 家具齐* 拎包入住,2室2厅1卫,整租,67㎡,4000,1~2年,下城,中楼层/6层,朝南,无,暂无数据
钛合国际 1室1厅 4000元,1室1厅1卫,租赁方式未知,41㎡,4000,暂无数据,下城,低楼层/27层,朝南,有,暂无数据
整租 · 嘉里桦枫居 2室2厅 3500元,2室2厅1卫,整租,83㎡,3500,1~2年,下城,中楼层/16层,朝南 北,有,暂无数据
整租 · 有一个50平左右的大露台  种花 晒东西方便  随时看房,2室2厅1卫,整租,78㎡,4100,1~2年,下城,低楼层/16层,朝南 北,有,暂无数据
整租 · 欣景苑 3室2厅 6100元,3室2厅2卫,整租,127㎡,6100,1~2年,下城,中楼层/16层,朝南,有,租用车位
朝晖五区 2室1厅 3800元,2室1厅1卫,租赁方式未知,53㎡,3800,暂无数据,下城,低楼层/6层,朝南,无,暂无数据
整租 · 现代景苑 2室1厅 6400元,2室1厅1卫,整租,79㎡,6400,2~3年,下城,高楼层/25层,朝南,有,暂无数据
新德佳苑 2室1厅 6000元,2室1厅1卫,租赁方式未知,89㎡,6000,暂无数据,下城,中楼层/22层,朝南,有,暂无数据
整租 · 电信巷经典两房，户型方正，两房朝南,2室1厅1卫,整租,70㎡,3300,1年以内,下城,高楼层/7层,朝南,无,暂无数据
德胜新村南 2室1厅 3600元,2室1厅1卫,租赁方式未知,48㎡,3600,暂无数据,下城,中楼层/6层,朝南,无,暂无数据
朝晖六区 2室1厅 3600元,2室1厅1卫,租赁方式未知,50㎡,3600,暂无数据,下城,中楼层/6层,朝南,无,暂无数据
整租 · 中粮公寓，房屋格局方正，卧室朝南，采光通风俱佳,1室1厅1卫,整租,50㎡,2700,3年以上,下城,中楼层/6层,朝南,有,暂无数据
整租 · 近地铁口3房 业主之前自住 可拎包入住,3室1厅1卫,整租,80㎡,6000,2~3年,下城,高楼层/6层,朝南 北,无,暂无数据
西子铭苑 2室2厅 11000元,2室2厅1卫,租赁方式未知,89㎡,11000,暂无数据,下城,低楼层/15层,朝南 北,有,暂无数据
潮王公寓 2室1厅 4800元,2室1厅1卫,租赁方式未知,80㎡,4800,暂无数据,下城,高楼层/18层,朝南,有,暂无数据
体育场路470号 2室1厅 6000元,2室1厅1卫,租赁方式未知,52㎡,6000,暂无数据,下城,中楼层/6层,朝南,无,暂无数据
西子名苑三房，武林门地铁站，拎包入住,3室1厅2卫,租赁方式未知,160㎡,15000,暂无数据,下城,中楼层/17层,朝南,有,暂无数据
阳光银泰城 2室1厅 4200元,2室1厅1卫,租赁方式未知,73㎡,4200,暂无数据,下城,中楼层/16层,朝西,有,暂无数据
整租 · 杭州新天地 2室1厅 4300元,2室1厅1卫,整租,55㎡,4300,1~2年,下城,中楼层/12层,朝南,暂无数据,暂无数据
丽景苑(下城) 5室2厅 10500元,5室2厅2卫,租赁方式未知,205㎡,10500,暂无数据,下城,低楼层/7层,朝南,无,暂无数据
五里塘苑 2室1厅 4500元,2室1厅1卫,租赁方式未知,77㎡,4500,暂无数据,下城,高楼层/6层,朝南,无,暂无数据
整租 · 远大花园大方的一居室 此时的你不应羞涩,1室2厅1卫,整租,50㎡,3500,1~2年,下城,中楼层/7层,朝南 北,无,暂无数据
整租 · 杨家春晓南苑  精装修 采光好 户型方正,3室1厅1卫,整租,89㎡,4000,1年以内,下城,中楼层/15层,朝南,有,暂无数据
广德小区 3室2厅 4600元,3室2厅1卫,租赁方式未知,105㎡,4600,暂无数据,萧山,低楼层/6层,朝南,无,暂无数据
江南摩卡 3室2厅 4500元,3室2厅1卫,租赁方式未知,96㎡,4500,暂无数据,萧山,中楼层/6层,朝南,无,暂无数据
东南海整租三房 房间漂亮温馨 装修合理 房间大 诚租,3室2厅1卫,租赁方式未知,78㎡,4000,暂无数据,萧山,低楼层/27层,朝南 北,有,暂无数据
科尔世纪外滩 5室1厅 4000元,5室1厅2卫,租赁方式未知,140㎡,4000,暂无数据,萧山,高楼层/30层,朝南,有,暂无数据
合租 · 观澜时代云邸苑 4室1厅,4室1厅2卫,合租,14㎡,800,4~12个月,江干,10/43层,朝北,有,租用车位
华元十六街区 1室1厅 46000元,1室1厅1卫,租赁方式未知,615㎡,46000,暂无数据,江干,低楼层/16层,朝南,有,暂无数据
丰东花苑 2室1厅 4000元,2室1厅1卫,租赁方式未知,60㎡,4000,暂无数据,萧山,低楼层/23层,朝南,暂无数据,暂无数据
整租 · 自住大三房，看房方便，中间楼层，采光好,3室2厅2卫,整租,126㎡,5500,1年以内,江干,中楼层/18层,朝南 北,有,暂无数据
采荷小区紫藕邨 2室1厅 4200元,2室1厅1卫,租赁方式未知,60㎡,4200,暂无数据,江干,低楼层/7层,朝南,无,暂无数据
合租 · 东都公寓 4室1厅,4室1厅2卫,合租,27㎡,1800,1年以上,江干,5/7层,朝南,无,租用车位
整租 · 宝龙城市广场 3室1厅 跃层,3室1厅1卫,整租,44㎡,3100,3~12个月,江干,11/22层,朝北,暂无数据,租用车位
整租 · 泰美国际大厦 1室1厅 3300元,1室1厅1卫,整租,48㎡,3300,1~2年,江干,低楼层/22层,朝南,暂无数据,暂无数据
整租 · 泰美国际大厦 3室1厅 7500元,3室1厅1卫,整租,103㎡,7500,1~2年,江干,低楼层/22层,朝南 西南 西,暂无数据,暂无数据
整租 · 泰美国际大厦 1室1厅 3300元 LOFT,1室1厅1卫,整租,48㎡,3300,1~2年,江干,低楼层/22层,朝南,暂无数据,暂无数据
整租 · 泰美国际大厦 1室1厅 3200元 LOFT,1室1厅1卫,整租,46㎡,3200,1~2年,江干,低楼层/22层,朝北,暂无数据,暂无数据
