name,type,price,star,comment,taste,env,service,recommend.0,recommend.1,recommend.2,zone,address
裕凰港式茶餐厅(拱墅区万达广场店),粤菜,￥20,三星商户,10.0,6.8,6.8,6.8,番茄黄花鱼,蒜香鸡翅,蒜香排骨,万达广场,杭行路666号万达商业中心4-2-157
古灼餐馆,小吃快餐,￥26,准四星商户,22.0,7.6,7.5,7.4,酸菜鱼,水煮肉片,凉拌猪头肉,拱宸桥/上塘,小河街道景苑路28号
全家福淮南黄牛牛肉汤,小吃快餐,￥18,准四星商户,18.0,7.4,7.4,7.5,牛骨头粉丝汤,锅巴馍,红烧牛杂粉丝,下城区,再行路267号
一粥稻,小吃快餐,,准四星商户,12.0,7.5,7.5,7.5,菠菜牛肉粥,绿豆薏米粥,滑鸡粥,萧山区,靖江街道育才路15号
甘其食(复兴路店),小吃快餐,￥4,准四星商户,26.0,7.6,7.5,7.5,梅干菜肉包子,鲜汁肉包子,咖喱土豆牛肉,复兴路沿线,复兴南街155-1号
曼玲粥店(三塘店),小吃快餐,,准四星商户,11.0,7.4,7.5,7.5,玉米南瓜粥,清火白粥,葱油花卷,下城区,方圆金街商业中心1号楼1-3号
甘其食(下沙学林街店),小吃快餐,￥3,准四星商户,92.0,7.5,7.3,7.4,咖喱土豆牛肉包,梅干菜肉包,口味肉包,下沙,下沙区学林街1177号
山城重庆小面,面馆,￥20,准四星商户,5.0,7.6,7.4,7.6,肉酱凉皮,时蔬菌菇米线,半牛半肚面,西溪,晴川街22号
小粥仙(转塘店),小吃快餐,￥13,准四星商户,8.0,7.1,7.0,7.0,杏仁红枣南瓜粥,牛奶燕麦,青菜瘦肉粥,转塘,转塘新村18号
鼎鲜花甲粉丝(宝龙城市广场店),小吃快餐,￥17,准四星商户,41.0,7.8,7.7,7.9,花甲鱼丸粉丝,香爆花甲,花甲牛肉粉丝,和达东东城,学府街宝龙城市广场西区1层
新粥道划龙粥,小吃快餐,,准四星商户,5.0,7.4,7.8,7.8,收藏店铺送黄金脆豆,锅贴,招牌牛肉饼,西湖区,紫荆花北路温州村49幢104号
重庆小面(多蓝水岸店),面馆,￥20,准四星商户,34.0,7.5,7.5,7.6,重庆小面,杂酱酸辣粉,西红柿鸡蛋粉,和达东东城,下沙10号与大街27号交叉口，多蓝水岸39号商铺
品劲道私房面(保利东湾店),面馆,￥21,准四星商户,15.0,7.7,7.7,7.6,大排,香爆回锅肉拌面,红烧大排,和达东东城,24号大街保利天地中心8幢商12号
湖南常德牛肉粉面馆,面馆,,准四星商户,3.0,7.2,7.2,7.4,卤豆棍,干拌红烧排骨粉,干拌牛肉丸粉,九堡,九合路11号
渝味重庆小面(汇尚城店),面馆,,准四星商户,3.0,7.6,7.6,7.6,大排,酸辣粉,梅菜扣肉饭,余杭区,北软路越秀星汇尚城1048
重庆小面(舟东店),面馆,,准四星商户,5.0,7.6,7.6,7.7,糖炒栗子,鱿鱼须,五花肉串,拱宸桥/上塘,舟山东路30号1幢903室
城厢酒家,本帮江浙菜,,准四星商户,2.0,7.6,7.6,7.6,酸菜鱼,油焖大虾,扬州炒饭,城厢,文化路63号
正二品东北饺子店,小吃快餐,￥20,准四星商户,18.0,7.3,7.2,7.1,带购牡丹,酱大骨头,鲜肉香菜,城东,新风路326-1号
曼玲粥店,小吃快餐,,准四星商户,6.0,7.4,7.4,7.7,海带,咸菜笋,海白菜,天城路沿线,机场路117-131号
鑫滋味嵊州小吃(丁桥店),小吃快餐,,准四星商户,42.0,7.3,7.1,7.3,金牌烤肉,红烧大肉面,肉沫粉丝汤,丁桥,丁桥蕙兰雅路620号
三米粥铺(北软店),小吃快餐,,准四星商户,10.0,7.5,7.5,7.6,皮蛋瘦肉粥,牛肉饼,红枣枸杞粥,余杭区,瑷颐湾13幢2号
安徽料理,小吃快餐,,准四星商户,2.0,7.5,6.8,7.2,鸭腿,肉丝炒粉干,菜泡饭,城西银泰,丰登街303号
甘其食(文二路店),小吃快餐,￥4,准四星商户,42.0,7.5,7.3,7.4,咖喱土豆牛肉包,玫瑰包,荠菜鲜肉包,高新文教区,文二路385号
王二小重庆小面,面馆,￥23,准四星商户,23.0,7.5,7.4,7.3,松茸鸡汤面,特色豌杂面,麻辣田螺,湖滨,东坡路32号
蒸点茶餐厅,粤菜,￥15,准四星商户,12.0,7.5,7.3,7.4,牛肉泡菜锅,双拼饭,卤肉饭,庆春路沿线,下珠碧苑4幢2单元103室
小二傳统面馆,面馆,￥18,准四星商户,34.0,7.5,7.2,7.3,半筋半肉面,现烤秋刀鱼饭,招牌海鲜粉,高新文教区,万塘路64号
甘其食(竞舟路店),小吃快餐,￥4,准四星商户,17.0,7.4,7.5,7.5,鲜汁肉包,谷饲茶香蛋,豆浆,古墩路沿线,竞舟路金城花园23号
王二爷的饭,小吃快餐,￥16,准四星商户,28.0,7.3,7.5,7.5,泡椒凤爪,秘制炸鲜大排,鲍鱼炒饭,江干区,普德路95号
甘其食(庆谐路店),小吃快餐,,准四星商户,8.0,7.6,7.6,7.6,咖喱土豆牛肉包,桂花豆沙包,香菇菜包,城东,庆谐路36号
麻麻小面,面馆,￥13,准四星商户,29.0,7.5,7.4,7.6,酸菜肉丝面,重庆小面,豌豆炸酱面,北干,北干街道永久路602号
粥饺之家,小吃快餐,,准四星商户,5.0,7.5,7.3,7.5,冰镇银耳汤,冰镇清凉绿豆汤,绿豆粥,万达广场,万达商业中心4-2-243
张亮麻辣烫,小吃快餐,￥23,准四星商户,15.0,7.5,7.5,7.5,金针菇,细牛面筋,海鲜菇,临平,东湖街道九曲营路213号1室
1号大食堂,小吃快餐,￥22,准四星商户,9.0,7.4,7.4,7.4,番茄炒蛋,香肠炒蛋,酸辣土豆丝,下沙,杭州经济技术开发区下沙街道松乔街398号6幢1层132、134号
曼玲粥店(文耀店),小吃快餐,,准四星商户,9.0,7.5,7.3,7.5,皮蛋瘦肉粥,曼玲特色蒸饺,手工大春卷,开发区/高教园,浦沿街道滨文路422号文耀大厦2楼41号
甘其食(万家花城店),小吃快餐,,准四星商户,18.0,7.5,7.5,7.5,梅干菜肉包,鲜汁肉包,咖喱土豆牛肉包,城西银泰,萍水路万家花城23-13号
芭比馒头,小吃快餐,,准四星商户,7.0,7.4,7.4,7.4,香菇菜包,猪肉玉米蒸饺,现磨经典豆浆,江干区,环站东路445号明月嘉苑三期底商
巴比馒头(莲花街店),小吃快餐,￥3,准四星商户,17.0,7.5,7.2,7.2,荠菜肉包,养生馒头,猪肉大葱饼,古墩路沿线,莲花街西荡苑小区12幢209室
广丰炒粉,面馆,,准四星商户,3.0,7.5,7.5,7.5,广丰炒粉,肉丝面,老坛酸菜牛肉面,江干区,笕桥镇俞章村2组77号
邻客面馆(星火南路店),面馆,￥64,准四星商户,16.0,7.6,7.7,7.5,铁板精品牛排,招牌豌杂汤面,鲜菇鸡块盖浇饭,临平,临平育才路1号
壹粥刊,本帮江浙菜,￥40,准四星商户,14.0,7.3,7.4,7.3,腊八粥,扬州炒饭,海南鸡饭,下城区,石桥路272号西狗茂一楼
巴比馒头(理工店),小吃快餐,￥3,准四星商户,21.0,7.5,7.5,7.5,梅干菜包,糯米烧卖,老坛酸菜包,下沙,学林街647号清雅苑1楼
陕西田家凉皮,小吃快餐,,准四星商户,7.0,7.5,7.3,7.5,纯瘦肉夹馍,手工秘汁凉皮,腊汁肉夹馍,临平,南苑街道南大街149号
巴比馒头(衢江路店),小吃快餐,,准四星商户,14.0,7.5,7.5,7.4,香菇菜包,黄馍馍,玉米,城东,衢江路81号
天风饮食,小吃快餐,,准四星商户,5.0,7.5,7.5,7.5,阳春面,阿方索芒果,冰糖雪梨,丁桥,长虹路689号
甘旨美食,小吃快餐,,准四星商户,2.0,7.5,7.5,7.5,黑椒鸡柳煲仔饭,水煮肥牛捞饭特辣辣,水煮肉片捞饭辣,下沙,东城大厦10幢
俩客汤包馄饨(戒坛寺巷店),小吃快餐,￥16,准四星商户,342.0,7.3,7.3,7.5,鲜肉小笼,荠菜馄饨,鲜肉汤包,武林广场,下戒坛寺巷110号
芙蓉树下冒菜(未来科技城店),小吃快餐,,准四星商户,4.0,7.4,7.4,7.4,肥牛,里脊肉,无骨凤爪,海创园,五常街道向往街368号2幢一层118室
大娘饺子(新月店),小吃快餐,￥20,准四星商户,14.0,7.4,7.3,7.2,骨头冬瓜千张锅仔,全家福饺子,鸭肫,开发区/高教园,新月路390号
杨国福麻辣烫(文二路店),小吃快餐,￥17,准四星商户,67.0,7.3,7.4,7.4,麻辣烫,生菜,北极翅,高新文教区,文二路213号
粥员外(铂澜大象城店),小吃快餐,,准四星商户,5.0,7.4,7.4,7.6,港式烧麦,皮蛋牛肉粥,白粥,高新文教区,文一路294号5楼508-1商铺
甘其食(清泰街二店),小吃快餐,,准四星商户,27.0,7.4,7.4,7.4,咖喱土豆牛肉包,鲜汁肉包,香辣小龙虾包,城站火车站,清泰街370号第三人民医院对面左转
家宴林氏精工,本帮江浙菜,￥49,准四星商户,18.0,7.4,7.4,7.4,青蒜炒猪舌,香烤猪蹄,文蛤蒸蛋,古墩路沿线,杭州申花路789E幢2-3号
甘其食(良渚店),小吃快餐,￥5,准四星商户,21.0,7.2,7.3,7.2,咖喱土豆牛肉包,香菇菜包,梅干菜肉包,余杭区,良渚文化村玉鸟路良渚食街2号
甘其食(望月公寓店),小吃快餐,￥3,准四星商户,21.0,7.4,7.1,7.2,咖喱土豆牛肉,鲜汁肉包子,蛋黄鲜肉粽,古墩路沿线,育英路望月公寓056号商铺
东北饺子馆(莲花街店),小吃快餐,￥18,准四星商户,9.0,7.4,7.2,7.4,鲜肉韭菜水饺,本地鸡公煲,牛肉煲仔,古墩路沿线,莲花街199号
西溪人家,本帮江浙菜,,准四星商户,2.0,7.1,7.1,7.1,酸菜鱼锅仔,红烧狮子头,椒盐里脊,西湖区,天目山路合生国贸中心5幢2号
洋洋面馆,面馆,￥11,准四星商户,8.0,7.4,7.4,7.4,香菇青菜粉,仔排面,双腰片儿川面,和达东东城,24号大街359号商铺{金隅观澜时代21号楼}
五芳斋(金城路店),小吃快餐,￥26,准四星商户,40.0,7.4,7.4,7.4,麻麻辣辣米线,大碗外婆饭,性感魔都小排饭,北干,金城路157号物美超市一楼
杨国福麻辣烫(联庄店),小吃快餐,￥24,准四星商户,15.0,7.3,7.3,7.3,乌冬面,冻豆腐,油面筋,彩虹城,浦沿街道联庄二区28号2幢1楼135室
徐记羊肉粉(蓝钻天成店),粤菜,￥18,准四星商户,34.0,7.4,7.3,7.3,精品羊肉粉,港式烧鸭饭,羊杂粉,拱墅区,萍水街15号蓝钻天成一楼
春讯面馆,面馆,￥17,准四星商户,20.0,7.2,7.2,7.4,猪肝拌面,牛肉拌面,三鲜拌面,仁和园区,东西大道与仁河大道交叉口旁
源林餐厅,小吃快餐,,准四星商户,8.0,7.4,7.4,7.4,凉拌藕,两枚蔬菜包,藤椒鸡排,西湖区,紫荆花路合生国贸中心7幢底商1号
甘其食(半山路店),小吃快餐,,准四星商户,6.0,7.4,7.4,7.4,鲜汁肉包子,咖喱土豆牛肉包,桂花豆沙包子,拱宸桥/上塘,半山路21-5号
重庆小面(春波店),面馆,￥15,准四星商户,9.0,7.4,7.5,7.5,香脆豌豆,豌杂酸辣粉,重庆酸辣粉,开发区/高教园,春波小区60号
甘其食(朝晖路店),小吃快餐,￥9,准四星商户,40.0,7.3,7.4,7.4,鲜汁肉包,枸杞姜汤,咖喱土豆牛肉包,朝晖地区,朝晖路20号
李家麦烧(万宝城店),小吃快餐,￥37,准四星商户,24.0,7.3,7.4,7.3,虾仁烧麦,铁板宫保鸡丁饭,番茄鸡蛋面,临平万宝城购物中心,荷禹路万宝城A座409
青海拉面,面馆,￥16,准四星商户,12.0,7.4,7.1,7.3,刀削面,农家小炒肉盖饭,牛肉泡馍,古墩路沿线,莲花街264号浙商财富中心1层
小马哥手工粉笼仔饭,小吃快餐,,准四星商户,8.0,7.4,7.3,7.5,卤肉面粉,卤肉饭,土豆牛腩饭,凤起路沿线,孩儿巷220号
桂林米粉,小吃快餐,￥19,准四星商户,3.0,7.4,7.4,7.4,鸭腿囱味饭,鸡腿囱味饭,卤牛腿肉,老余杭,余杭街道马鞍山雅苑33-3号
巴比馒头(水湘路店),小吃快餐,,准四星商户,4.0,7.6,7.4,7.4,麻辣小龙虾肉包,康师傅红烧牛肉面,统一老坛酸菜牛肉面,江干区,水湘人家东苑9幢底层
巴比馒头(拱秀路店),小吃快餐,,准四星商户,10.0,7.5,7.3,7.4,猪肉大葱馅饼,韭菜猪肉馅饼,酷猪奶黄包,城厢,拱秀路1号
重庆小面,面馆,,准四星商户,4.0,7.1,7.6,7.6,牛杂面,肚片面,大排面,半山,半山路97号1楼南面-1
甘其食(教工路店),小吃快餐,￥3,准四星商户,95.0,7.2,6.9,7.0,咖喱土豆牛肉包,梅干菜肉包,香菇菜包,高新文教区,教工路39-1号
天赐福过桥米线,小吃快餐,,准四星商户,4.0,7.4,7.4,7.4,开花肠粉丝,番茄仔排米线,花生米,余杭区,高教路369号草荡苑门口
诸暨打面馆,面馆,,准四星商户,3.0,7.4,7.4,7.4,青椒肉丝饭,豆奶,鸡蛋拌川,西湖区,阳光和苑甲来路117-1号
粥品轩,小吃快餐,￥33,准四星商户,21.0,7.4,7.3,7.4,清凉排骨粥,虾饺,砂锅粥,下沙,学正街1174号
巴比馒头,小吃快餐,,准四星商户,11.0,7.4,7.2,7.4,梅干菜包,甜豆浆,五香茶叶蛋,拱宸桥/上塘,拱北小区永庆路
巴比馒头(人民广场店),小吃快餐,,准四星商户,9.0,7.5,7.4,7.5,梅干菜肉包,芝麻包,粉丝包,临平,南苑街道南大街82号
大牌冒菜(禹航路店),小吃快餐,￥23,准四星商户,14.0,7.4,7.4,7.4,手擀面,目鱼花,红虾,老余杭,余杭街道禹航路488-6号
金牛馆,小吃快餐,￥19,准四星商户,64.0,7.4,7.1,7.1,牛肉粉丝煲,牛腿肉,牛键子,解放路沿线,金鸡岭路64号
新丰小吃,小吃快餐,￥11,三星商户,26.0,6.6,7.0,6.8,牛肉粉丝,虾肉小笼,美味血汤,余杭区,禹航路765号
广味轩港式茶餐厅,粤菜,,准四星商户,10.0,6.7,7.0,7.1,虾饺,肠粉,牛腩煲仔饭,天城路沿线,新风路272号1楼1018室
不老神鸡(萧山店),小吃快餐,￥21,准四星商户,26.0,7.3,7.4,7.4,凤爪,不老神鸡,红心咸鸭蛋,通惠路沿线,回澜路与文化路交叉口西北50米
巴比馒头(文三路店),小吃快餐,￥3,准四星商户,28.0,7.2,7.1,7.1,香菇肉包,葱油花卷,芝麻包,高新文教区,文三路九莲新村26幢93号106室
好粥道(九堡一区店),小吃快餐,￥34,准四星商户,76.0,7.4,7.1,7.3,秘制梭子蟹虾粥,开胃藕尖,干煸土豆丝,九堡,九堡家苑一区7排3-5号
张记茶餐厅,粤菜,￥15,准四星商户,31.0,7.2,7.1,7.3,鸡蛋肠粉,腊味饭,柠檬茶,丁桥,明珠街37号
绝味花甲(垃圾街店),小吃快餐,￥19,准四星商户,12.0,7.4,7.1,7.4,锡纸粉丝,二鲜粉丝,烤脑花,开发区/高教园,垃圾街美食广场商业街9号楼
俞记小笼,小吃快餐,,准四星商户,5.0,7.3,7.2,7.6,鲜肉杭式小笼包,葱油咸烧饼,白糖芝麻饼,和达东东城,白杨街道24号大街290号109
甘其食(河东一店),小吃快餐,￥4,准四星商户,71.0,7.2,7.2,7.2,梅干菜肉包,口味肉包,荠菜鲜肉包,朝晖地区,朝晖五区河东路168号003号商铺
乐港茶餐厅,粤菜,,准四星商户,18.0,7.3,7.4,7.0,海南鸡,脆皮烧鸭,玫瑰豉油鸡,九堡,九盛路9号东方电子商务园10幢
小沫沫(金家桥店),小吃快餐,￥10,准四星商户,3.0,7.3,7.3,7.3,小笼包,龙游炒粉干,衢州汤粉干,城厢,金家桥路20号101室
甘其食粥&包(二号大街店),小吃快餐,￥6,准四星商户,20.0,7.2,7.2,7.2,咖喱土豆牛肉,香菇菜包,梅干菜肉包子,下沙,下沙区下沙十六街区161号
巴比馒头,小吃快餐,,准四星商户,13.0,7.3,7.1,7.2,养生馒头,巴比黑米糕,鲜汁肉包,湖墅南路,莫干山路497号、金顶苑仁和阁2单元101-3-A
甘其食(景芳路店),小吃快餐,,准四星商户,18.0,7.3,7.2,7.2,鲜汁肉包,桂花豆沙包,咖喱土豆牛肉包,城东,景芳路143号
周记肠粉,面馆,,准四星商户,4.0,7.3,7.2,7.7,香菇瘦肉肠粉,广式腊味饭,烧腊双拼组合,和达东东城,保利湾天地中心2幢
食尚粥铺,小吃快餐,,准四星商户,4.0,7.3,7.5,7.5,红豆薏米粥,红豆薏米桂圆粥,冰镇百合绿豆羹,江干区,资福街69号
和味,面馆,￥21,准四星商户,44.0,7.4,7.6,7.5,招牌牛肉面,招牌牛肉拌川,大肠,古墩路沿线,文一西路375号
兰溪手擀面(温州村店),面馆,￥14,准四星商户,16.0,7.3,7.0,7.3,牛肉香肠炒面,荷包蛋,青菜肉丝面,古墩路沿线,古墩路温州村41幢111号
重庆私房面馆,面馆,￥12,准四星商户,5.0,7.2,7.2,7.1,豌杂面,抄手,牛肉,古墩路沿线,古墩路1252号
养生源粥店(狮山路店),小吃快餐,,准四星商户,4.0,7.3,7.1,7.1,香菇牛肉粥,韭菜盒子,奥尔良烤对翅,老余杭,余杭街道狮山路167号
寻味食代.龙游特色,本帮江浙菜,,准四星商户,2.0,7.3,7.2,7.3,酸辣藕丁,辣炒鸭血,辣子鸡丁,开发区/高教园,江汉路136号中赢康康谷7幢108室
港唯餐厅(萧山颐高店),粤菜,￥37,准四星商户,55.0,7.2,7.3,7.4,扬州炒饭,港唯虾饺皇,黑椒牛肉铁板饭,加州阳光,金城路451太古广场
肚子里有料(亲亲家园店),小吃快餐,,准四星商户,8.0,7.3,7.2,7.3,流沙包,豆浆,紫薯包,古墩路沿线,亲亲家园三和大街474号
大理寺过桥米线,小吃快餐,￥15,准四星商户,5.0,7.6,7.0,7.3,肥牛火腿,虾丸贡丸,贡丸蟹棒桂花肠,北景园,下北景园回龙路186号
巴比馒头(江汉路店),小吃快餐,,准四星商户,27.0,7.4,7.2,6.9,韭菜猪肉馅饼,传统现磨豆浆,热甜牛奶,星光大道,江汉路1659号
巴比馒头(祥府南路店),小吃快餐,,准四星商户,6.0,7.3,7.3,7.4,鲜肉包,四方烧肉包,芝麻包,古墩路沿线,祥符南路秀月家园南区103号
曼玲粥店(杭州店),小吃快餐,,准四星商户,7.0,7.3,7.3,7.3,皮蛋瘦肉粥,小米红枣粥,肉包,高新文教区,西溪河下23号-1
馋尝贝-台湾花甲王(学林店),小吃快餐,,准四星商户,17.0,7.3,7.2,7.3,锡纸明虾花甲粉,秘制明虾,虾糕花甲粉,下沙,学林街1221
余小胖麻辣烫木桶饭,小吃快餐,,准四星商户,5.0,7.3,7.3,7.3,农家小炒肉木桶饭,耶树牌椰汁,蒜蓉小龙虾,万达广场,杭行路597号
巴比馒头,小吃快餐,,准四星商户,10.0,7.3,7.3,7.3,梅干菜肉包,土水煮土鸡蛋,黑土地甜糯玉米,朝晖地区,天水巷1号
金三顾骨汤冒菜(大西门店),小吃快餐,￥20,准四星商户,70.0,7.3,7.3,7.3,四喜丸子,肉丸子,虾糕,平山/农林大学,西径山路大学城商业街2号楼第7间
龙门花甲(保利店),小吃快餐,,准四星商户,3.0,7.3,7.2,7.3,十三香小龙虾,番茄鸡蛋汤面,肥牛鲜虾鸡蛋面,和达东东城,杭州经济技术开发区24号大街保利天地中心2幢120室一楼
新铭记港式点心(工联店),小吃快餐,￥33,三星商户,46.0,7.2,7.1,7.0,香葱虾米肠粉,香芋地瓜丸,拼糕,平海路,延安路292号工联大厦B2楼
甘其食(秋涛北路二店),小吃快餐,￥3,准四星商户,24.0,7.3,7.2,7.0,鲜汁肉包,香菇青菜包子,咖喱土豆牛肉包,城东,秋涛北路71号
嵊州小吃,小吃快餐,￥14,准四星商户,18.0,7.3,7.0,7.1,特色豆腐年糕,香干肉丝拌川,笋干菜年糕,大关,香积寺路181号
榭尚庭茶餐厅(名门店),粤菜,￥51,准四星商户,20.0,7.2,7.3,7.2,招牌火焰牛排,招牌糯米鸭方,水果沙拉,临平,邱山大街623-8号名门天第休闲广场1F
杨国福麻辣烫(新风店),小吃快餐,￥23,准四星商户,18.0,7.4,7.2,7.1,土豆片,娃娃菜,生菜,江干区,新风路302-3号
金华土菜馆,小吃快餐,￥30,准四星商户,10.0,7.2,7.1,7.3,萝卜丝烧鲫鱼,酸菜野生黑鱼,黑鱼二吃,高新文教区,西溪街道文二路11号102室
大墩面馆,面馆,￥22,准四星商户,10.0,7.2,7.4,7.4,鸡蛋肉片炒粉,杭味三鲜面,红烧肥肠面,三墩镇,华彩国际5幢4号
缘味麻辣烫,小吃快餐,￥15,准四星商户,138.0,7.2,6.9,7.0,油面筋,油条,大白菜,西湖北线/黄龙,杭州市西湖区灵隐街道青芝坞11号
巴比馒头(文二路店),小吃快餐,￥4,准四星商户,16.0,7.2,7.1,7.2,老坛酸菜包子,亲亲豆沙包,黑芝麻包,高新文教区,文二路日晖新村9号1单元102室
青海牛肉面,面馆,￥29,准四星商户,17.0,7.3,7.1,7.0,新疆大盘鸡,凉拌西红柿,青菜炒刀削,西湖北线/黄龙,西溪路387号
千里香馄饨铺,小吃快餐,,准四星商户,10.0,7.3,7.4,7.3,木耳荠菜小馄饨,红烧牛肉饭,雪菜肉丝粉,吴山广场/河坊街,中山中路256号
广东烧腊,粤菜,￥15,准四星商户,6.0,7.2,7.2,7.3,叉烧笼仔饭,烧鸭笼仔饭,鸡蛋瘦肉肠粉,西溪,崇义路20号西溪花园小区紫菱苑底商
香港小吃(万塘路店),小吃快餐,,准四星商户,4.0,7.2,7.3,7.4,鸡扒菠萝包,原味格仔饼,咖喱牛丸粉,高新文教区,万塘路30号
山东饺子凉皮(海创店),小吃快餐,,准四星商户,3.0,7.2,7.2,7.2,海底总动员煎饺,炝拌绿萝卜,牛奶麦片粥,海创园,仓前街道永福村7号-105
十分粥道,小吃快餐,,准四星商户,5.0,7.2,7.2,7.2,皮蛋青菜瘦肉粥,韭菜鸡蛋麦糊烧,文火绿豆粥,开发区/高教园,文耀大厦一楼21号
肚子里有料(大关西苑店),小吃快餐,,准四星商户,6.0,7.2,7.3,7.2,流沙包,豆浆,叉烧包,大关,大关苑路57号
in粥稻,小吃快餐,,准四星商户,5.0,7.2,7.2,7.2,农家豇豆饼,香辣牛肉饭,肉末茄子饭,首尔印象,转塘街道之江泰景大厦2号楼113室-1
顺水推粥(大象城店),小吃快餐,,准四星商户,7.0,7.0,7.2,7.2,小米黄金南瓜粥,白粥,玉米排骨粥,高新文教区,文一路294号大象城5楼
浙南血鸭米粉,小吃快餐,,准四星商户,3.0,7.2,7.0,7.2,牛肉拌面,麻辣牛肚饭,麻辣牛肚粉,吴山广场/河坊街,定安路59号
二宝面馆(西斗门路店),面馆,,准四星商户,3.0,7.4,7.2,7.4,杂酱面,回锅肉饭,山楂柠檬,高新文教区,西斗门路莲花港家园5幢营业房14号
